Zingzeu ID	原书汉字	轉換繁體漢字	原书拼音	轉換榕拼	释义	例句	分类	页码	左/右侧
	羊毛䘥	羊毛䘥	yoŋ21 mɔ21 kaʔ12	yong21 mo21 gak24	羊毛背心		服饰	1306	L
	长衫	長衫	tɔuŋ44 naŋ44	doung55 nang55	长袍		服饰	1306	L
	鲜衣	鮮衣	ts‘ieŋ44 i44	cieng55 i55	旗袍		服饰	1306	L
	大衣	大衣	tuai44 i44	duai55 i55	大衣		服饰	1306	L
	裤头带	褲頭帶	k‘u44 lau21 lai213	ku55 lau21 lai213	裤带		服饰	1306	L
	颂睏衫	頌睏衫	syŋ21 ŋɔuŋ44 naŋ44	syng21 ngoung55 nang55	睡腰衣		服饰	1306	L
	鞋靸	鞋靸	ε21 liaʔ12	e21 liak24	拖鞋		服饰	1306	L
	鞋屐	鞋屐	ε44 k‘iaʔ5	e55 kiak5	木屐		服饰	1306	L
	鞋□屐	鞋□屐	ε21 lɔ44 k‘iaʔ5	e21 lo55 kiak5	木屐		服饰	1306	L
	□□帽	□□帽	ŋiaŋ21 ŋiaŋ52 mɔ242	ngiang21 ngiang53 mo242	有舌帽		服饰	1306	L
	碗帽	碗帽	uaŋ44 mɔ242	uang55 mo242	瓜皮帽		服饰	1306	L
	草履靸	草履靸	ts‘au21 i44 liaʔ12	cau21 i55 liak24	草编拖鞋		服饰	1306	L
	围身裙	圍身裙	ui21 liŋ44 ŋuŋ52	ui21 ling55 ngung53	围裙		服饰	1306	L
	领巾	領巾	liaŋ21 ŋyŋ44	liang21 ngyng55	围巾		服饰	1306	L
	鞋套	鞋套	ε21 t‘ɔ213	e21 to213	雨鞋		服饰	1306	L
	雨靴	雨靴	y21 uo44	y21 uo55	长统雨鞋		服饰	1306	L
	尿燥	尿燥	niu21 lɔ213	niu21 lo213	尿布		服饰	1306	L
	𪢌遮	{㘓,灠}遮	laŋ21 ʒia44	lang21 njia55	围嘴儿		服饰	1306	L
	袜	襪	uaʔ5	uak5	袜子		服饰	1306	L
	耳坠	耳墜	ŋi21 lui242	ngi21 lui242	耳坠子		服饰	1306	L
	手镯	手鐲	ts‘iu21 lɔʔ5	ciu21 lok5	手镯子		服饰	1306	L
	手指	手指	ts‘iu24 ʒi33	ciu24 ji33	戒指		服饰	1306	L
	手𦃆	手𦃆	tsiu44 lɔʔ12	ziu55 lok24	手套		服饰	1306	L
	手巾	手巾	ts‘iu21 yŋ44	ciu21 yng55	手帕		服饰	1306	L
	袄轮	襖輪	ɔ21 luŋ52	o21 lung53	套衫		服饰	1306	L
	手䘼	手䘼	ts‘iu24 uoŋ33	ciu24 uong33	袖子		服饰	1306	L
	脰领	脰領	tau21 liaŋ33	dau21 liang33	领子		服饰	1306	L
	裤斗	褲鬥	k‘u52 lau33	ku53 lau33	裤裆		服饰	1306	L
	长*䘼	長*䘼	touŋ21 ŋuoŋ33	doung21 nguong33	长袖		服饰	1306	L
	短*䘼	短*䘼	tøy24 uoŋ33	deoy24 uong33	短袖		服饰	1306	L
	头*	頭*	t‘au52	tau53	脑袋		身体	1306	L
	头*发	頭*发	t‘au21 uoʔ12	tau21 uok24	头发		身体	1306	L
	额头*	額頭*	ŋia44 lau52	ngia55 lau53	额头		身体	1306	L
	眉毛	眉毛	mi21 mɔ52	mi21 mo53	眉毛		身体	1306	R
	目*霎	目*霎	moyʔ2 sia12	moyk2 sia24	睫毛		身体	1306	R
	目*睭	目*睭	mεiʔ5 tsiu44	meik5 ziu55	眼睛		身体	1306	R
	面*𱂮	面*䫌	miŋ52 mε33	ming53 me33	脸蛋儿		身体	1306	R
	鼻	鼻	p‘ei213	pei213	鼻子		身体	1306	R
	耳*	耳*	ŋei242	ngei242	耳朵		身体	1306	R
	喙	喙	ts‘ui213	cui213	嘴		身体	1306	R
	喙皮*	喙皮*	ts‘ui44 βui52	cui55 wui53	嘴唇		身体	1306	R
	牙齿	牙齒	ŋa21 i33	nga21 i33	牙齿		身体	1306	R
	喙舌	喙舌	ts‘ui44 lieʔ5	cui55 liek5	舌头		身体	1306	R
	喙⿱髟须	喙鬚	ts‘ui44 liu44	cui55 liu55	胡须		身体	1306	R
	下颏	下頦	a44 hai52	a55 hai53	下巴		身体	1306	R
	喉咙	喉嚨	hœ21 loyŋ52	heo21 leoyng53	喉咙		身体	1306	R
	脰𦜩	脰𦜩	tau21 uoʔ12	dau21 uok24	脖子		身体	1306	R
	心肝	心肝	siŋ44 ŋaŋ44	sing55 ngang55	胸部		身体	1306	R
	六条骨	六條骨	loyʔ2 teu21 ɔuʔ12	loyk2 deu21 ouk24	肋骨		身体	1306	R
	𬂌	𬂌	nεiŋ52	neing53	乳房		身体	1306	R
	腹*老	腹*老	puʔ12 lɔ33	buk24 lo33	肚子		身体	1306	R
	腹*脐*	腹*臍*	puʔ12 sai52	buk24 sai53	肚脐		身体	1306	R
	手肚	手肚	ts‘iu24 lu33	ciu24 lu33	手臂		身体	1306	R
	胳洛下	胳洛下	kɔʔ12 lɔuʔ5 a242	gok24 louk5 a242	腋下		身体	1306	R
	巴掌	巴掌	pa52 ʒyoŋ33	ba53 jyong33	手掌		身体	1306	R
	掌指	掌指	tsieŋ24 ʒai33	zieng24 njai33	手指		身体	1306	R
	掌甲	掌甲	tsieŋ44 ŋaʔ12	zieng55 ngak24	指甲		身体	1306	R
	掌头母*	掌頭母*	tsieŋ24 nau21 mɔ33	zieng24 nau21 mo33	大母指		身体	1306	R
	鸡角指*	雞角指*	kie21 oyʔ12 tsai33	gie21 oyk24 zai33	食指		身体	1306	R
	台中*指*	台中*指*	tai21 lɔuŋ52 tsai33	dai21 loung53 zai33	中指		身体	1306	R
	无*名*指*	無*名*指*	mɔ21 miaŋ21 ʒai33	mo21 miang21 njai33	无名指		身体	1306	R
	尾掌指*	尾掌指*	mui21 ʒieŋ24 ʒai33	mui21 jieng24 njai33	小指		身体	1306	R
	骹肚囝	骹肚囝	k‘a21 lu24 iaŋ33	ka21 lu24 iang33	小腿		身体	1306	R
	骹𩨑	骹𩨑	k‘a44 naŋ44	ka55 nang55	脚后跟		身体	1306	R
	骹□底	骹□底	k‘a21 ʒyo24 lε33	ka21 jyo24 le33	脚底		身体	1306	R
	骹目睭	骹目睭	k‘a21 mεiʔ5 tsiu44	ka21 meik5 ziu55	脚踝		身体	1306	R
	骹腹*头*	骹腹*頭*	k‘a21 βuʔ12 t‘au52	ka21 wuk24 tau53	膝盖		身体	1306	R
	骹掌指*	骹掌指*	k‘a21 ʒieŋ24 ʒai33	ka21 jieng24 njai33	脚指		身体	1306	R
	骹柄下	骹柄下	k‘a21 βaŋ52 ŋa242	ka21 wang53 nga242	胯下		身体	1306	R
	股川	股川	ku21 ʒyoŋ44	gu21 jyong55	屁股		身体	1306	R
	肾脬	腎脬	liŋ44 p‘a44	ling55 pa55	阴囊		身体	1307	L
	肾核子	腎核子	liŋ21 ŋuoʔ2 tsi33	ling21 nguok2 zi33	睾丸		身体	1307	L
	朘友	朘友	noy21 iu33	noy21 iu33	男阴		身体	1307	L
	姕𱂮	姕䫌	tsi52 βε33	zi53 we33	女阴		身体	1307	L
	目滓	目滓	mɔyʔ2 tsai33	moyk2 zai33	眼泪		身体	1307	L
	鼻□	鼻□	p‘i52 lœ52	pi53 leo53	鼻涕		身体	1307	L
	鼻屎	鼻屎	pi52 lai33	bi53 lai33	鼻精(干结的鼻涕)		身体	1307	L
	𪢌	𪢌	laŋ33	lang33	口水		身体	1307	L
	苦毛	苦毛	k‘u21 mo52	ku21 mo53	毫毛		身体	1307	L
	破*病*	破*病*	p‘uai52 βaŋ242	puai53 wang242	生病		疾病	1307	L
	无*力*□	無*力*□	mɔ21 niʔ5 ai52	mo21 nik5 ai53	不舒服，病了		疾病	1307	L
	喫亏	喫虧	k‘iʔ12 k‘ui44	kik24 kui55	难受		疾病	1307	L
	看病*	看病*	k‘aŋ52 paŋ242	kang53 bang242	医病		疾病	1307	L
	牧病*	牧病*	muoʔ2 paŋ242	muok2 bang242	医病		疾病	1307	L
	惊凊	驚凊	kiaŋ52 ts‘eiŋ213	giang53 ceing213	怕冷		疾病	1307	L
	嗽	嗽	sau213	sau213	咳嗽		疾病	1307	L
	吐	吐	t‘ou213	tou213	呕吐		疾病	1307	L
	病泻	病瀉	paŋ21 nia213	bang21 nia213	拉肚子		疾病	1307	L
	过	過	kuo213	guo213	传染		疾病	1307	L
	发烧	发燒	huaʔ12 siu44	huak24 siu55	发热		疾病	1307	L
	头*眩*	頭*眩*	t‘au52 hiŋ52	tau53 hing53	头晕		疾病	1307	L
	生*𭼕	生*𭼕	saŋ52 huoŋ213	sang53 huong213	长疖子		疾病	1307	L
	生*痱	生*痱	sanŋ52 pui213	sanng53 bui213	长痱子		疾病	1307	L
	拍*腹*寒*	拍*腹*寒*	pa21 puʔ12 kaŋ52	ba21 buk24 gang53	打摆子		疾病	1307	L
	病疳	病疳	paŋ44 kaŋ44	bang55 gang55	疳积		疾病	1307	L
	病囝	病囝	paŋ21 ŋiaŋ33	bang21 ngiang33	害喜		疾病	1307	L
	病腿	病腿	paŋ21 t‘ɔy33	bang21 toy33	痳疯病		疾病	1307	L
	生*㾸𤶁	生*㾸𤶁	saŋ52 kɔ21 lɔ242	sang53 go21 lo242	长疥疮		疾病	1307	L
	生疥	生疥	saŋ52 kε213	sang53 ge213	长疥疮		疾病	1307	L
	病哑	病啞	paŋ21 ŋa33	bang21 nga33	哑巴		疾病	1307	L
	耳聋	耳聾	ŋi44 loyŋ52	ngi55 leoyng53	耳朵聋		疾病	1307	L
	眚盲	眚盲	ts‘aŋ44 maŋ52	cang55 mang53	眼瞎		疾病	1307	L
	光瞎	光瞎	kuoŋ52 ŋaʔ12	guong53 ngak24	青光眼		疾病	1307	L
	缺喙	缺喙	k‘ieʔ5 ts‘ui213	kiek5 cui213	豁唇		疾病	1307	L
	病*颤疯	病*顫瘋	paŋ21 ʒieŋ44 ŋuŋ44	bang21 njieng55 ngung55	肢体颤抖		疾病	1307	L
	瘌头	瘌頭	laʔ12 t‘au52	lak24 tau53	秃头		疾病	1307	R
	麻面	麻面	ma21 meiŋ213	ma21 meing213	麻脸		疾病	1307	R
	大舌□	大舌□	tuai21 lieʔ5 pœ33	duai21 liek5 beo33	口吃		疾病	1307	R
	出铺	出鋪	ts‘uʔ12 p‘uo44	cuk24 puo55	出麻疹		疾病	1307	R
	出水珠	出水珠	ts‘uʔ12 tsy21 ʒuo44	cuk24 zy21 juo55	出水痘		疾病	1307	R
	中风	中風	tyŋ44 ŋuŋ4	dyng55 ngung4	脑溢血		疾病	1307	R
	摆骹	擺骹	pai21 k‘a44	bai21 ka55	跛脚		疾病	1307	R
	弯髀	彎髀	uaŋ44 p‘iaŋ4	uang55 piang4	驼背		疾病	1307	R
	羊眩*	羊眩*	yoŋ21 hiŋ52	yong21 hing53	羊癫病		疾病	1307	R
	冻子	凍子	toyŋ52 ʒi33	deoyng53 nji33	冻疮		疾病	1307	R
	□肠头	□腸頭	t‘ouʔ5 tɔuŋ21 nau52	touk5 doung21 nau53	疝气		疾病	1307	R
	结肠	結腸	kieʔ12 tyoŋ52	giek24 dyong53	便秘		疾病	1307	R
	啡血	啡血	p‘ui52 hεiʔ12	pui53 heik24	吐血		疾病	1307	R
	发*核	發*核	puoʔ12 houʔ5	buok24 houk5	鼠疫		疾病	1307	R
	泼尿	潑尿	puaʔ5 niu242	buak5 niu242	泄尿		疾病	1307	R
	拈药	拈藥	nieŋ44 yoʔ5	nieng55 yok5	抓药		疾病	1307	R
	食药	食藥	sieʔ5 yoʔ5	siek5 yok5	服药		疾病	1307	R
	破相	破相	p‘ɔ52 lyoŋ213	po53 lyong213	五官缺陷		疾病	1307	R
	讨親	討親	t‘ɔ21 ʒiŋ44	to21 jing55	娶親		风俗	1307	R
	讨新妇	討新婦	t‘ɔ21 liŋ52 mou242	to21 ling53 mou242	娶媳妇		风俗	1307	R
	做新妇	做新婦	tsɔ21 liŋ52 mou242	zo21 ling53 mou242	出嫁		风俗	1307	R
	出门	出門	ts‘uʔ12 muoŋ52	cuk24 muong53	出嫁		风俗	1307	R
	过门	過門	kuo44 muoŋ52	guo55 muong53	出嫁		风俗	1307	R
	送门头	送門頭	soyŋ44 muoŋ44 nau52	seoyng55 muong55 nau53	送礼		风俗	1307	R
	做十	做十	tsɔ44 sεiʔ5	zo55 seik5	做寿		风俗	1307	R
	做晬	做晬	ts52 tsoy213	z53 zoy213	庆婴儿周岁		风俗	1307	R
	做三旦	做三旦	tsɔ21 saŋ52 naŋ213	zo21 sang53 nang213	庆婴儿出生三天		风俗	1307	R
	做满月	做滿月	tsɔ21 muaŋ21 ŋuokʔ5	zo21 muang21 nguogk5	庆婴儿出生一个月		风俗	1307	R
	生去*	生去*	sεiŋ44 ŋɔ213	seing55 ngo213	死去		风俗	1307	R
	过后	過後	kuo52 au242	guo53 au242	去世		风俗	1307	R
	收□	收□	siu44 liʔ5	siu55 lik5	收殓		风俗	1307	R
	进葬	進葬	tsiŋ52 ʒɔuŋ213	zing53 njoung213	出葬		风俗	1307	R
	头七	頭七	t‘au21 ʒeiʔ12	tau21 jeik24	人死后第七天祭奠		风俗	1307	R
	断七	斷七	tɔuŋ21 ʒeiʔ12	doung21 njeik24	人死后第四十九天祭奠		风俗	1307	R
	安三	安三	aŋ44 naŋ4	ang55 nang4	葬后第三天上墓山祭奠		风俗	1307	R
	硩纸	硩紙	ta52 ʒai33	da53 jai33	扫墓后把冥钱压在坟头		风俗	1308	L
	地理先生	地理先生	ti21 li21 siŋ44 naŋ44	di21 li21 sing55 nang55	看风水选墓址的人		风俗	1308	L
	道士	道士	tɔ21 lai242	do21 lai242	祭奠死者时念经的道士		风俗	1308	L
	金银箔	金銀箔	kiŋ44 ŋyŋ44 mɔʔ5	ging55 ngyng55 mok5	冥钱		风俗	1308	L
	元宝箔	元寶箔	ŋuoŋ21 mo31 βɔʔ5	nguong21 mo31 wok5	冥钱		风俗	1308	L
	香线	香線	hyoŋ52 niaŋ213	hyong53 niang213	香		风俗	1308	L
	糙衫	糙衫	ts‘ɔ44 laŋ44	co55 lang55	麻衣		风俗	1308	L
	断杖	斷杖	tɔuŋ21 nyoŋ242	doung21 nyong242	哭丧棒		风俗	1308	L
	筅堂	筅堂	ts‘εiŋ21 nouŋ52	ceing21 noung53	过年大扫除		风俗	1308	L
	做年	做年	tsɔ44 nieŋ52	zo55 nieng53	过年		风俗	1308	L
	硩岁钱	硩歲錢	ta21 ui44 ʒieŋ52	da21 ui55 jieng53	压岁钱		风俗	1308	L
	字运	字運	tsi21 ouŋ242	zi21 oung242	运气		风俗	1308	L
	过运	過運	kuo52 ouŋ242	guo53 oung242	度过厄运		风俗	1308	L
	公婆龛	公婆龕	kuŋ44 mɔ44 k‘aŋ44	gung55 mo55 kang55	祖宗牌位		风俗	1308	L
	行第	行第	ɔuŋ21 nε242	oung21 ne242	辈份		风俗	1308	L
	粪池	糞池	puŋ44 nie52	bung55 nie53	粪池，厕所		农事	1308	L
	镰𬭴	鐮𬭴	lieŋ21 ŋεiʔ12	lieng21 ngeik24	镰刀		农事	1308	L
	播田	播田	puo44 ʒεiŋ52	buo55 jeing53	插秧		农事	1308	L
	薅草	薅草	hau52 ʒau33	hau53 jau33	除草		农事	1308	L
	割粙	割粙	kaʔ5 tiu242	gak5 diu242	割稻子		农事	1308	L
	做田	做田	tsɔ44 ts‘εiŋ52	zo55 ceing53	种田		农事	1308	L
	饲*牛	飼*牛	tsi44 ŋu52	zi55 ngu53	看牛		农事	1308	L
	拾*猪屎	拾*豬屎	k‘aʔ12 ty52 lai33	kak24 dy53 lai33	拣猪粪		农事	1308	L
	棕蓑	棕蓑	tsoyŋ44 nai44	zeoyng55 nai55	蓑衣		农事	1308	L
	扁担	扁擔	pieŋ21 naŋ44	bieng21 nang55	扁挑		农事	1308	L
	沃料	沃料	uo52 leu242	uo53 leu242	浇肥		农事	1308	L
	曝栗	曝栗	p‘uo21 ʒuoʔ12	puo21 juok24	晒谷子		农事	1308	L
	栽菜	栽菜	tsai52 ts‘ai213	zai53 cai213	种菜		农事	1308	L
	硩番薯	硩番薯	ta21 uaŋ44 ny52	da21 uang55 ny53	种番薯		农事	1308	L
	拾*柴	拾*柴	k‘aʔ12 ts‘ia52	kak24 cia53	砍柴火		农事	1308	L
	剉树*	剉樹*	ts‘oy52 ts‘iu213	coy53 ciu213	砍树		农事	1308	L
	摔粙	摔粙	soyʔ5 tiu242	soyk5 diu242	打谷子		农事	1308	L
	牛栏	牛欄	ŋu21 laŋ52	ngu21 lang53	牛栏		农事	1308	L
	鸡宿	雞宿	kie52 liu213	gie53 liu213	鸡窝		农事	1308	L
	擦番薯米	擦番薯米	ts‘iaʔ12 huaŋ52 ny21 mi33	ciak24 huang53 ny21 mi33	刨番薯丝		农事	1308	L
	犁	犁	lε52	le53	犁		农事	1308	R
	耙	耙	pa242	ba242	松土，碎土		农事	1308	R
	粪□	糞□	puŋ44 ts‘iaʔ5	bung55 ciak5	粪勺		农事	1308	R
	涂箕	塗箕	t‘u44 i44	tu55 i55	土箕		农事	1308	R
	水车	水車	tsy21 ʒia44	zy21 jia55	水车		农事	1308	R
	水碓	水碓	tsy44 lai213	zy55 lai213	水力带动碾米、磨麦的机器		农事	1308	R
	麦房	麥房	ma44 βuŋ52	ma55 wung53	磨麦作坊		农事	1308	R
	做度绳	做度繩	tsɔ21 tu44 liŋ52	zo21 du55 ling53	盖房屋司付		工艺	1308	R
	做细桌	做細桌	tsɔ21 sε52 lɔʔ12	zo21 se53 lok24	制木器司付		工艺	1308	R
	衣裳司付	衣裳司付	i21 lyoŋ21 na52 ou242	i21 lyong21 na53 ou242	做衣服司付		工艺	1308	R
	做涂司付	做塗司付	tsɔ44 t‘u52 sa52 ou242	zo55 tu53 sa53 ou242	泥水匠		工艺	1308	R
	厨司付	廚司付	tuo21 la52 ou242	duo21 la53 ou242	厨师		工艺	1308	R
	做竹司付	做竹司付	tsɔ52 tøyʔ12 sa52 ou242	zo53 deoyk24 sa53 ou242	竹器匠		工艺	1308	R
	拍*铁	拍*鐵	p‘a52 t‘ieʔ12	pa53 tiek24	打铁		工艺	1308	R
	拍*石*	拍*石*	p‘a44 lyoʔ5	pa55 lyok5	打石头		工艺	1308	R
	佮桶	佮桶	kaʔ12 t‘oyŋ33	gak24 teoyng33	制桶		工艺	1308	R
	拍席	拍席	p‘a44 ts‘yoʔ5	pa55 cyok5	编草席		工艺	1308	R
	鞝鞋	鞝鞋	ts‘yoŋ44 ε52	cyong55 e53	把鞋帮、鞋底缝合成鞋		工艺	1308	R
	拾搭厝	拾搭厝	k‘a21 laʔ5 ts‘uo213	ka21 lak5 cuo213	修理房屋		工艺	1308	R
	起厝	起厝	k‘i44 ts‘uo213	ki55 cuo213	盖房屋		工艺	1308	R
	弹棉	彈棉	taŋ21 mieŋ52	dang21 mieng53	弹棉花		工艺	1308	R
	箍桶	箍桶	k‘u52 t‘oyŋ33	ku53 teoyng33	箍桶		工艺	1308	R
	铸鼎	鑄鼎	tsuo52 tiaŋ33	zuo53 diang33	铸锅		工艺	1308	R
	补鼎	補鼎	puo24 tiaŋ33	buo24 diang33	补锅		工艺	1308	R
	针黹	針黹	tsεiŋ52 ʒi33	zeing53 nji33	做针线活		工艺	1308	R
	㔏墙	㔏墻	lie21 ts‘yoŋ52	lie21 cyong53	砌墙		工艺	1308	R
	砌墙	砌墻	ts‘ieʔ12 ts‘yoŋ52	ciek24 cyong53	砌墙		工艺	1308	R
	㔏灶	㔏竈	lie44 tsau213	lie55 zau213	砌灶		工艺	1308	R
	拍金	拍金	p‘a44 kiŋ44	pa55 ging55	打金首饰		工艺	1308	R
	拍锡	拍錫	p‘a52 seiʔ12	pa53 seik24	打锡制品		工艺	1308	R
	搭被	搭被	taʔ5 p‘ui242	dak5 pui242	缝被子		工艺	1308	R
	𬘜衣裳	𬘜衣裳	t‘ieŋ21 i44 lyoŋ52	tieng21 i55 lyong53	缝衣服		工艺	1308	R
	铰布	鉸布	ka52 puo213	ga53 buo213	剪布		工艺	1308	R
	做饼	做餅	tsɔ52 piaŋ33	zo53 biang33	制饼		工艺	1308	R
	做竹	做竹	tsɔ52 tøyʔ12	zo53 deoyk24	制竹器		工艺	1308	R
	破*篾	破*篾	p‘uai44 mieʔ5	puai55 miek5	破竹子		工艺	1309	L
	做生意	做生意	tsɔ21 lεiŋ52 ŋei213	zo21 leing53 ngei213	做生意		商业	1309	L
	老板	老板	lɔ21 pεiŋ33	lo21 being33	老板		商业	1309	L
	伙计	夥計	huo44 ei213	huo55 ei213	伙计		商业	1309	L
	师兄	師兄	sai44 iaŋ44	sai55 iang55	伙计，学徒		商业	1309	L
	京果店	京果店	kiŋ21 ŋou44 lεiŋ213	ging21 ngou55 leing213	食品干果店		商业	1309	L
	苏纺店	蘇紡店	su21 uoŋ44 nεiŋ213	su21 uong55 neing213	百货店		商业	1309	L
	酱园店	醬園店	tsyoŋ44 ŋuoŋ21 nεiŋ213	zyong55 nguong21 neing213	酱制食品店		商业	1309	L
	药材店	藥材店	yo21 ʒai21 lεiŋ213	yo21 jai21 leing213	中药铺		商业	1309	L
	退衣店	退衣店	t‘ɔ21 i52 lεiŋ213	to21 i53 leing213	估衣店		商业	1309	L
	馆店	館店	kuaŋ44 nεiŋ213	guang55 neing213	菜馆		商业	1309	L
	剃头店	剃頭店	t‘ie44 lau21 leiŋ213	tie55 lau21 leing213	理发店		商业	1309	L
	客栈	客棧	k‘a52 ʒiaŋ242	ka53 jiang242	旅社		商业	1309	L
	茶店	茶店	ta21 lεiŋ214	da21 leing214	茶馆		商业	1309	L
	硋店	硋店	hai21 lεiŋ213	hai21 leing213	陶瓷器店		商业	1309	L
	数簿桌	數簿桌	su21 βuo52 loʔ242	su21 wuo53 lok242	账房		商业	1309	L
	柜头	櫃頭	kui44 lau52	gui55 lau53	柜台		商业	1309	L
	番钱	番錢	huaŋ44 ʒieŋ52	huang55 njieng53	银圆		商业	1309	L
	银角	銀角	ŋyŋ21 ŋoyʔ12	ngyng21 ngoyk24	小银圆		商业	1309	L
	铜片	銅片	toyŋ21 p‘ieŋ213	deoyng21 pieng213	小铜钱		商业	1309	L
	工钱	工錢	koyŋ44 ʒieŋ52	geoyng55 njieng53	工资		商业	1309	L
	花采钱	花采錢	hua21 ʒai21 ʒieŋ52	hua21 jai21 jieng53	小费		商业	1309	L
	趁钱	趁錢	t‘iŋ44 ts‘ieŋ52	ting55 cieng53	赚钱		商业	1309	L
	折本	折本	sieʔ2 puoŋ33	siek2 buong33	亏本		商业	1309	L
	讲价	講價	kɔug44 ka213	goug55 ga213	讲价钱		商业	1309	L
	起价	起價	k‘i44 a213	ki55 a213	涨价		商业	1309	L
	填价	填價	tεiŋ21 ka213	deing21 ga213	还价，讨价		商业	1309	L
	倩工	倩工	ts‘iaŋ44 koyŋ44	ciang55 geoyng55	雇工		商业	1309	L
	籴米	糴米	tieʔ2 mi33	diek2 mi33	买米		商业	1309	L
	粜粟	糶粟	t‘iu52 ts‘uoʔ12	tiu53 cuok24	卖谷子		商业	1309	L
	碎钱	碎錢	ts‘oy44 ʒieŋ52	coy55 jieng53	零钱		商业	1309	L
	权钱	權錢	kuoŋ21 ʒieŋ52	guong21 njieng53	整钱		商业	1309	L
	欠数	欠數	k‘ieŋ52 nou213	kieng53 nou213	欠账		商业	1309	L
	赊数	賒數	sia52 lou213	sia53 lou213	赊账		商业	1309	L
	倒街	倒街	tɔ21 kε44	do21 ge55	商品过剩		商业	1309	L
	拍倒店	拍倒店	p‘a21 lɔ44 lεiŋ213	pa21 lo55 leing213	店铺倒闭		商业	1309	L
	成花	成花	siaŋ44 ŋua44	siang55 ngua55	成交		商业	1309	R
	学堂	學堂	hɔuʔ5 tɔuŋ52	houk5 doung53	学校		文教	1309	R
	去*斋	去*齋	k‘o44 tsε44	ko55 ze55	上学		文教	1309	R
	上堂	上堂	syoŋ44 tɔuŋ52	syong55 doung53	上课		文教	1309	R
	落堂	落堂	lɔ44 lɔuŋ52	lo55 loung53	下课		文教	1309	R
	放*昼*	放*晝*	puŋ52 nau213	bung53 nau213	放午学		文教	1309	R
	放暝	放暝	puŋ44 maŋ52	bung55 mang53	放晚学		文教	1309	R
	背书	背書	pui44 tsy44	bui55 zy55	背诵课文		文教	1309	R
	水笔	水筆	tsy44 βeiʔ12	zy55 weik24	毛笔		文教	1309	R
	洋笔	洋筆	yoŋ21 meiʔ12	yong21 meik24	铅笔		文教	1309	R
	几何车	幾何車	ki44 o44 ʒia44	gi55 o55 jia55	圆规		文教	1309	R
	簿簿	簿簿	puo21 puo242	buo21 buo242	练习本		文教	1309	R
	做码	做碼	tsɔ52 ma33	zo53 ma33	考书做弊		文教	1309	R
	鸭母卵	鴨母卵	aʔ12 mo44 lɔuŋ242	ak24 mo55 loung242	考书得零分		文教	1309	R
	头*名*	頭*名*	t‘au21 miaŋ52	tau21 miang53	第一名		文教	1309	R
	尾名	尾名	mui21 miaŋ52	mui21 miang53	最后一名		文教	1309	R
	关*昼*	關*晝*	kuoŋ44 nau213	guong55 nau213	中午不让学生放学		文教	1309	R
	关*暝	關*暝	kuoŋ44 maŋ52	guong55 mang53	下午不让学生放学		文教	1309	R
	徛堂	徛堂	k‘ie44 lɔuŋ52	kie55 loung53	站着上课		文教	1309	R
	走*走*搦	走*走*搦	tsau21 tsau21 nieʔ5	zau21 zau21 niek5	一种追抓跑者的游戏		文教	1309	R
	屈屈密	屈屈密	k‘uʔ12 k‘uʔ12 mεiʔ5	kuk24 kuk24 meik5	一种寻找躲藏者的游戏		文教	1309	R
